unique_id,id,name,date,role,kills,deaths,assists,damage_dealt,damage_taken,wards,cs,gold,minutes,champion,op_score,result,num_dbah_players,is_dbah_team
2022-03-13t16:52:12+09:00_024_058_win_cllassy66,fBHHhgUQStD52pu8MskmKHD3s5zNT_HaeBpV7c99K0E=,cllassy66,2022-03-13T16:52:12+09:00,TOP,4,3,1,7786,10753,3,122,9538,23.96666667,Garen,5.23,WIN,5,TRUE
2022-03-13t16:52:12+09:00_024_058_win_dbahdaspooper,fBHHhgUQStD52pu8MskmKHD3s5zNT_HaeBpV7c99K0E=,dbahdaspooper,2022-03-13T16:52:12+09:00,JUNGLE,6,3,11,14665,21450,9,33,11718,23.96666667,Vi,7.91,WIN,5,TRUE
2022-03-13t16:52:12+09:00_024_058_win_raythar,fBHHhgUQStD52pu8MskmKHD3s5zNT_HaeBpV7c99K0E=,raythar,2022-03-13T16:52:12+09:00,MID,10,5,11,15221,18235,6,144,11442,23.96666667,Riven,6.49,WIN,5,TRUE
2022-03-16t10:07:36+09:00_014_011_lose_beastops331,fBHHhgUQStDFI_xV2j5wifEGLJU3f9gVzfYm9V1Dauw=,beastops331,2022-03-16T10:07:36+09:00,5,5,12,9,14566,15999,0,23,8449,14.18333333,Malphite,0,LOSE,5,TRUE
2022-03-16t10:07:36+09:00_014_011_lose_braveclue,fBHHhgUQStDFI_xV2j5wifEGLJU3f9gVzfYm9V1Dauw=,braveclue,2022-03-16T10:07:36+09:00,1,1,6,18,7185,10801,0,18,8123,14.18333333,Janna,0,LOSE,5,TRUE
2022-03-16t10:07:36+09:00_014_011_lose_raythar,fBHHhgUQStDFI_xV2j5wifEGLJU3f9gVzfYm9V1Dauw=,raythar,2022-03-16T10:07:36+09:00,5,5,9,8,13489,21848,0,16,8855,14.18333333,Galio,0,LOSE,5,TRUE
2022-03-16t10:07:36+09:00_014_011_lose_shebbles,fBHHhgUQStDFI_xV2j5wifEGLJU3f9gVzfYm9V1Dauw=,shebbles,2022-03-16T10:07:36+09:00,5,5,10,15,17470,15593,0,26,8983,14.18333333,Veigar,0,LOSE,5,TRUE
2022-03-16t10:07:36+09:00_014_011_lose_snakebae,fBHHhgUQStDFI_xV2j5wifEGLJU3f9gVzfYm9V1Dauw=,snakebae,2022-03-16T10:07:36+09:00,8,8,13,7,20923,22236,0,51,10194,14.18333333,Karthus,0,LOSE,5,TRUE
2022-03-16t10:26:36+09:00_015_056_win_beastops331,fBHHhgUQStBBx3duNUCvW8qKlaYXdkFawiXAnQpoPJM=,beastops331,2022-03-16T10:26:36+09:00,8,8,4,16,15583,10041,0,59,12437,14.93333333,Draven,0,WIN,5,TRUE
2022-03-16t10:26:36+09:00_015_056_win_braveclue,fBHHhgUQStBBx3duNUCvW8qKlaYXdkFawiXAnQpoPJM=,braveclue,2022-03-16T10:26:36+09:00,3,3,6,20,19467,10818,0,42,11025,14.93333333,Heimerdinger,0,WIN,5,TRUE
2022-03-16t10:26:36+09:00_015_056_win_raythar,fBHHhgUQStBBx3duNUCvW8qKlaYXdkFawiXAnQpoPJM=,raythar,2022-03-16T10:26:36+09:00,9,9,6,21,14828,13146,0,20,10804,14.93333333,Anivia,0,WIN,5,TRUE
2022-03-16t10:26:36+09:00_015_056_win_shebbles,fBHHhgUQStBBx3duNUCvW8qKlaYXdkFawiXAnQpoPJM=,shebbles,2022-03-16T10:26:36+09:00,14,14,3,13,14947,15734,0,8,14303,14.93333333,Pyke,0,WIN,5,TRUE
2022-03-16t10:26:36+09:00_015_056_win_snakebae,fBHHhgUQStBBx3duNUCvW8qKlaYXdkFawiXAnQpoPJM=,snakebae,2022-03-16T10:26:36+09:00,3,3,6,12,7064,16238,0,20,9650,14.93333333,Irelia,0,WIN,5,TRUE
2022-03-16t10:59:12+09:00_019_003_win_beastops331,fBHHhgUQStBZ0YKe0_ZwZ_A9nNRDmAnab4QMwO8bQIo=,beastops331,2022-03-16T10:59:12+09:00,12,12,9,12,17914,17062,0,32,13125,19.05,Malphite,0,WIN,5,TRUE
2022-03-16t10:59:12+09:00_019_003_win_braveclue,fBHHhgUQStBZ0YKe0_ZwZ_A9nNRDmAnab4QMwO8bQIo=,braveclue,2022-03-16T10:59:12+09:00,8,8,9,22,17673,25167,0,79,13974,19.05,Zeri,0,WIN,5,TRUE
2022-03-16t10:59:12+09:00_019_003_win_raythar,fBHHhgUQStBZ0YKe0_ZwZ_A9nNRDmAnab4QMwO8bQIo=,raythar,2022-03-16T10:59:12+09:00,9,9,6,19,17069,14430,0,51,13406,19.05,Miss Fortune,0,WIN,5,TRUE
2022-03-16t10:59:12+09:00_019_003_win_shebbles,fBHHhgUQStBZ0YKe0_ZwZ_A9nNRDmAnab4QMwO8bQIo=,shebbles,2022-03-16T10:59:12+09:00,7,7,6,30,17581,14792,0,22,12895,19.05,Orianna,0,WIN,5,TRUE
2022-03-16t10:59:12+09:00_019_003_win_snakebae,fBHHhgUQStBZ0YKe0_ZwZ_A9nNRDmAnab4QMwO8bQIo=,snakebae,2022-03-16T10:59:12+09:00,9,9,8,10,12869,18962,0,41,12560,19.05,Ahri,0,WIN,5,TRUE
2022-03-17t08:19:12+09:00_034_041_win_braveclue,fBHHhgUQStAUt7ZJTkWHUI9zIkb0OktAPL2kYb8p4lg=,braveclue,2022-03-17T08:19:12+09:00,SUPPORT,4,4,14,31755,10470,30,51,10553,33.68333333,Zyra,7.59,WIN,5,TRUE
2022-03-17t08:19:12+09:00_034_041_win_cllassy66,fBHHhgUQStAUt7ZJTkWHUI9zIkb0OktAPL2kYb8p4lg=,cllassy66,2022-03-17T08:19:12+09:00,TOP,9,2,2,16710,21756,4,213,14667,33.68333333,Garen,6.98,WIN,5,TRUE
2022-03-17t08:19:12+09:00_034_041_win_dbahdaspooper,fBHHhgUQStAUt7ZJTkWHUI9zIkb0OktAPL2kYb8p4lg=,dbahdaspooper,2022-03-17T08:19:12+09:00,JUNGLE,7,3,12,20332,42161,16,38,12742,33.68333333,Zac,8.93,WIN,5,TRUE
2022-03-17t08:19:12+09:00_034_041_win_raythar,fBHHhgUQStAUt7ZJTkWHUI9zIkb0OktAPL2kYb8p4lg=,raythar,2022-03-17T08:19:12+09:00,ADC,13,7,8,27503,20295,12,207,15629,33.68333333,Caitlyn,6.93,WIN,5,TRUE
2022-03-17t08:19:12+09:00_034_041_win_snakebae,fBHHhgUQStAUt7ZJTkWHUI9zIkb0OktAPL2kYb8p4lg=,snakebae,2022-03-17T08:19:12+09:00,MID,1,4,8,7595,13130,13,155,10036,33.68333333,Cassiopeia,5.33,WIN,5,TRUE
2022-03-17t08:55:34+09:00_027_021_lose_braveclue,fBHHhgUQStAqubf-YQPnl2V_yRThJYV6DhSfkcg76z8=,braveclue,2022-03-17T08:55:34+09:00,SUPPORT,6,4,3,6267,18694,37,51,9166,27.35,Pyke,7.06,LOSE,5,TRUE
2022-03-17t08:55:34+09:00_027_021_lose_cllassy66,fBHHhgUQStAqubf-YQPnl2V_yRThJYV6DhSfkcg76z8=,cllassy66,2022-03-17T08:55:34+09:00,TOP,3,8,3,13847,28017,9,120,8450,27.35,Sett,4.85,LOSE,5,TRUE
2022-03-17t08:55:34+09:00_027_021_lose_dbahdaspooper,fBHHhgUQStAqubf-YQPnl2V_yRThJYV6DhSfkcg76z8=,dbahdaspooper,2022-03-17T08:55:34+09:00,JUNGLE,2,5,7,10102,26241,14,41,8502,27.35,Vi,5.82,LOSE,5,TRUE
2022-03-17t08:55:34+09:00_027_021_lose_raythar,fBHHhgUQStAqubf-YQPnl2V_yRThJYV6DhSfkcg76z8=,raythar,2022-03-17T08:55:34+09:00,ADC,7,6,3,16332,19052,5,179,11587,27.35,Caitlyn,5.18,LOSE,5,TRUE
2022-03-17t08:55:34+09:00_027_021_lose_snakebae,fBHHhgUQStAqubf-YQPnl2V_yRThJYV6DhSfkcg76z8=,snakebae,2022-03-17T08:55:34+09:00,MID,3,5,3,10894,11785,6,152,9593,27.35,Lux,5.4,LOSE,5,TRUE
2022-03-17t11:02:19+09:00_039_006_win_braveclue,fBHHhgUQStBu31lvu0oAIJeYhyi5p66-EE44lVWFhew=,braveclue,2022-03-17T11:02:19+09:00,SUPPORT,16,8,19,40396,24406,47,63,16779,39.1,Zyra,7.74,WIN,5,TRUE
2022-03-17t11:02:19+09:00_039_006_win_cllassy66,fBHHhgUQStBu31lvu0oAIJeYhyi5p66-EE44lVWFhew=,cllassy66,2022-03-17T11:02:19+09:00,TOP,10,5,0,31804,43158,6,285,19259,39.1,Garen,6.94,WIN,5,TRUE
2022-03-17t11:02:19+09:00_039_006_win_dbahdaspooper,fBHHhgUQStBu31lvu0oAIJeYhyi5p66-EE44lVWFhew=,dbahdaspooper,2022-03-17T11:02:19+09:00,JUNGLE,3,7,17,21954,53970,21,41,13976,39.1,Zac,7.55,WIN,5,TRUE
2022-03-17t11:02:19+09:00_039_006_win_gandalftheblack2,fBHHhgUQStBu31lvu0oAIJeYhyi5p66-EE44lVWFhew=,gandalftheblack2,2022-03-17T11:02:19+09:00,MID,6,5,12,19325,24244,18,205,15233,39.1,Veigar,6.93,WIN,5,TRUE
2022-03-17t11:02:19+09:00_039_006_win_raythar,fBHHhgUQStBu31lvu0oAIJeYhyi5p66-EE44lVWFhew=,raythar,2022-03-17T11:02:19+09:00,ADC,14,12,11,34863,28042,12,181,17372,39.1,Caitlyn,5.89,WIN,5,TRUE
2022-03-17t11:39:26+09:00_031_052_win_braveclue,fBHHhgUQStCgJoM005kbGLU47UR5buihQq1OAmADDlw=,braveclue,2022-03-17T11:39:26+09:00,SUPPORT,4,7,7,16220,19443,30,34,9663,30.86666667,Rumble,5.71,WIN,5,TRUE
2022-03-17t11:39:26+09:00_031_052_win_cllassy66,fBHHhgUQStCgJoM005kbGLU47UR5buihQq1OAmADDlw=,cllassy66,2022-03-17T11:39:26+09:00,TOP,15,2,5,34821,29337,11,202,16094,30.86666667,Urgot,9.13,WIN,5,TRUE
2022-03-17t11:39:26+09:00_031_052_win_dbahdaspooper,fBHHhgUQStCgJoM005kbGLU47UR5buihQq1OAmADDlw=,dbahdaspooper,2022-03-17T11:39:26+09:00,JUNGLE,7,7,5,20587,34148,17,60,11181,30.86666667,Trundle,7.33,WIN,5,TRUE
2022-03-17t11:39:26+09:00_031_052_win_gandalftheblack2,fBHHhgUQStCgJoM005kbGLU47UR5buihQq1OAmADDlw=,gandalftheblack2,2022-03-17T11:39:26+09:00,MID,3,2,6,14981,14553,12,149,10971,30.86666667,Anivia,6.7,WIN,5,TRUE
2022-03-17t11:39:26+09:00_031_052_win_raythar,fBHHhgUQStCgJoM005kbGLU47UR5buihQq1OAmADDlw=,raythar,2022-03-17T11:39:26+09:00,ADC,6,8,5,12522,17845,10,151,10811,30.86666667,Caitlyn,5.24,WIN,5,TRUE
2022-03-17t13:26:08+09:00_047_037_win_braveclue,fBHHhgUQStCGmIBj96xxz8J_VIktW9YhUO650WsLdVI=,braveclue,2022-03-17T13:26:08+09:00,SUPPORT,8,6,22,27039,34288,53,59,14752,46.61666667,Pantheon,8,WIN,5,TRUE
2022-03-17t13:26:08+09:00_047_037_win_dbahdaspooper,fBHHhgUQStCGmIBj96xxz8J_VIktW9YhUO650WsLdVI=,dbahdaspooper,2022-03-17T13:26:08+09:00,TOP,6,5,19,32703,39201,14,208,17066,46.61666667,Bard,5.91,WIN,5,TRUE
2022-03-17t13:26:08+09:00_047_037_win_gandalftheblack2,fBHHhgUQStCGmIBj96xxz8J_VIktW9YhUO650WsLdVI=,gandalftheblack2,2022-03-17T13:26:08+09:00,JUNGLE,10,9,14,25560,47247,18,51,17100,46.61666667,Rammus,7.17,WIN,5,TRUE
2022-03-17t13:26:08+09:00_047_037_win_raythar,fBHHhgUQStCGmIBj96xxz8J_VIktW9YhUO650WsLdVI=,raythar,2022-03-17T13:26:08+09:00,ADC,16,9,15,65391,38380,21,258,22309,46.61666667,Ezreal,7.63,WIN,5,TRUE
2022-03-17t13:26:08+09:00_047_037_win_snakebae,fBHHhgUQStCGmIBj96xxz8J_VIktW9YhUO650WsLdVI=,snakebae,2022-03-17T13:26:08+09:00,MID,8,7,24,38004,20708,18,191,15332,46.61666667,Lux,7.25,WIN,5,TRUE
2022-03-23t08:47:44+09:00_030_034_lose_braveclue,fBHHhgUQStBLl7ZH8ahM-5W9lhkXJF6OeaHCbIpbQMQ=,braveclue,2022-03-23T08:47:44+09:00,SUPPORT,2,3,3,6343,12938,22,39,6600,29.56666667,Leona,5.53,LOSE,5,TRUE
2022-03-23t08:47:44+09:00_030_034_lose_dbahdaspooper,fBHHhgUQStBLl7ZH8ahM-5W9lhkXJF6OeaHCbIpbQMQ=,dbahdaspooper,2022-03-23T08:47:44+09:00,JUNGLE,5,8,6,21991,23083,20,41,10098,29.56666667,Kayn,6.72,LOSE,5,TRUE
2022-03-23t08:47:44+09:00_030_034_lose_jewflayer,fBHHhgUQStBLl7ZH8ahM-5W9lhkXJF6OeaHCbIpbQMQ=,jewflayer,2022-03-23T08:47:44+09:00,TOP,1,4,2,10263,17665,7,147,9131,29.56666667,Cho'Gath,3.78,LOSE,5,TRUE
2022-03-23t08:47:44+09:00_030_034_lose_raythar,fBHHhgUQStBLl7ZH8ahM-5W9lhkXJF6OeaHCbIpbQMQ=,raythar,2022-03-23T08:47:44+09:00,ADC,4,3,3,10437,10746,6,177,10210,29.56666667,Caitlyn,5.39,LOSE,5,TRUE
2022-03-23t08:47:44+09:00_030_034_lose_snakebae,fBHHhgUQStBLl7ZH8ahM-5W9lhkXJF6OeaHCbIpbQMQ=,snakebae,2022-03-23T08:47:44+09:00,MID,2,11,0,11847,26233,12,127,8146,29.56666667,Cassiopeia,5.46,LOSE,5,TRUE
2022-03-23t09:32:35+09:00_038_033_lose_beastops331,fBHHhgUQStC7kralxbtsCnczGNpYUSkWtRtmnxYCdzI=,beastops331,2022-03-23T09:32:35+09:00,ADC,4,8,15,17583,23305,14,212,15168,37.55,Draven,4.42,LOSE,5,TRUE
2022-03-23t09:32:35+09:00_038_033_lose_braveclue,fBHHhgUQStC7kralxbtsCnczGNpYUSkWtRtmnxYCdzI=,braveclue,2022-03-23T09:32:35+09:00,SUPPORT,8,9,10,43271,22418,37,75,13010,37.55,Zyra,7.27,LOSE,5,TRUE
2022-03-23t09:32:35+09:00_038_033_lose_dbahdaspooper,fBHHhgUQStC7kralxbtsCnczGNpYUSkWtRtmnxYCdzI=,dbahdaspooper,2022-03-23T09:32:35+09:00,JUNGLE,5,10,11,17927,38721,19,49,12122,37.55,Sejuani,6.36,LOSE,5,TRUE
2022-03-23t09:32:35+09:00_038_033_lose_raythar,fBHHhgUQStC7kralxbtsCnczGNpYUSkWtRtmnxYCdzI=,raythar,2022-03-23T09:32:35+09:00,TOP,9,6,5,42391,19841,10,227,14364,37.55,Kai'Sa,6.24,LOSE,5,TRUE
2022-03-23t09:32:35+09:00_038_033_lose_snakebae,fBHHhgUQStC7kralxbtsCnczGNpYUSkWtRtmnxYCdzI=,snakebae,2022-03-23T09:32:35+09:00,MID,4,12,7,13355,33996,12,185,13460,37.55,Irelia,4.53,LOSE,5,TRUE
2022-03-23t10:06:17+09:00_028_037_lose_beastops331,fBHHhgUQStB6WJAYnXNPu_M3q1Ch20WSX5YPzRS4wW4=,beastops331,2022-03-23T10:06:17+09:00,ADC,4,2,4,12405,10445,10,164,10700,27.61666667,Draven,6.35,LOSE,5,TRUE
2022-03-23t10:06:17+09:00_028_037_lose_braveclue,fBHHhgUQStB6WJAYnXNPu_M3q1Ch20WSX5YPzRS4wW4=,braveclue,2022-03-23T10:06:17+09:00,SUPPORT,1,9,4,17986,12192,27,34,6626,27.61666667,Vel'Koz,5.04,LOSE,5,TRUE
2022-03-23t10:06:17+09:00_028_037_lose_dbahdaspooper,fBHHhgUQStB6WJAYnXNPu_M3q1Ch20WSX5YPzRS4wW4=,dbahdaspooper,2022-03-23T10:06:17+09:00,JUNGLE,1,7,3,11260,31568,13,22,7598,27.61666667,Zac,6.01,LOSE,5,TRUE
2022-03-23t10:06:17+09:00_028_037_lose_raythar,fBHHhgUQStB6WJAYnXNPu_M3q1Ch20WSX5YPzRS4wW4=,raythar,2022-03-23T10:06:17+09:00,TOP,6,5,1,20077,13678,6,173,11079,27.61666667,Kai'Sa,5.49,LOSE,5,TRUE
2022-03-23t10:06:17+09:00_028_037_lose_snakebae,fBHHhgUQStB6WJAYnXNPu_M3q1Ch20WSX5YPzRS4wW4=,snakebae,2022-03-23T10:06:17+09:00,MID,0,9,1,9238,11585,8,91,5905,27.61666667,Lux,3.96,LOSE,5,TRUE
2022-03-26t12:01:54+09:00_036_019_win_braveclue,fBHHhgUQStA9tlZN2P75rt8AhmNjsvQu1Hv98FL5Us8=,braveclue,2022-03-26T12:01:54+09:00,SUPPORT,3,10,10,9959,24631,43,56,10351,36.31666667,Pyke,6.36,WIN,5,TRUE
2022-03-26t12:01:54+09:00_036_019_win_callmédad,fBHHhgUQStA9tlZN2P75rt8AhmNjsvQu1Hv98FL5Us8=,callmédad,2022-03-26T12:01:54+09:00,TOP,6,9,13,26521,39605,11,209,13587,36.31666667,Shen,5.89,WIN,5,TRUE
2022-03-26t12:01:54+09:00_036_019_win_cllassy66,fBHHhgUQStA9tlZN2P75rt8AhmNjsvQu1Hv98FL5Us8=,cllassy66,2022-03-26T12:01:54+09:00,MID,4,13,8,14135,28602,15,137,11677,36.31666667,Malphite,4.74,WIN,5,TRUE
2022-03-26t12:01:54+09:00_036_019_win_dbahdaspooper,fBHHhgUQStA9tlZN2P75rt8AhmNjsvQu1Hv98FL5Us8=,dbahdaspooper,2022-03-26T12:01:54+09:00,JUNGLE,15,4,11,29811,44726,17,85,17877,36.31666667,Sejuani,9.1,WIN,5,TRUE
2022-03-26t12:01:54+09:00_036_019_win_raythar,fBHHhgUQStA9tlZN2P75rt8AhmNjsvQu1Hv98FL5Us8=,raythar,2022-03-26T12:01:54+09:00,ADC,17,6,9,43543,33824,11,223,19328,36.31666667,Kog'Maw,7.44,WIN,5,TRUE
2022-03-26t13:16:09+09:00_039_036_win_braveclue,fBHHhgUQStCb_ECcyU_ETecRurTlHlmU_pG7_C1emIs=,braveclue,2022-03-26T13:16:09+09:00,SUPPORT,3,7,14,19401,18240,39,56,12722,38.6,Senna,6.64,WIN,5,TRUE
2022-03-26t13:16:09+09:00_039_036_win_cllassy66,fBHHhgUQStCb_ECcyU_ETecRurTlHlmU_pG7_C1emIs=,cllassy66,2022-03-26T13:16:09+09:00,TOP,3,10,5,12152,45977,14,208,13990,38.6,Darius,4.87,WIN,5,TRUE
2022-03-26t13:16:09+09:00_039_036_win_dbahdaspooper,fBHHhgUQStCb_ECcyU_ETecRurTlHlmU_pG7_C1emIs=,dbahdaspooper,2022-03-26T13:16:09+09:00,JUNGLE,2,14,17,19239,48929,23,31,13352,38.6,Kayn,7,WIN,5,TRUE
2022-03-26t13:16:09+09:00_039_036_win_gandalftheblack2,fBHHhgUQStCb_ECcyU_ETecRurTlHlmU_pG7_C1emIs=,gandalftheblack2,2022-03-26T13:16:09+09:00,MID,9,8,7,25972,30553,12,208,16499,38.6,Veigar,6.39,WIN,5,TRUE
2022-03-26t13:16:09+09:00_039_036_win_raythar,fBHHhgUQStCb_ECcyU_ETecRurTlHlmU_pG7_C1emIs=,raythar,2022-03-26T13:16:09+09:00,ADC,12,12,6,26748,30629,14,164,16816,38.6,Vayne,5.97,WIN,5,TRUE
2022-03-26t14:00:04+09:00_038_026_lose_braveclue,fBHHhgUQStBu-p1Qa3OTxlqLvhPw_ZNWLPUHh7Kn6M8=,braveclue,2022-03-26T14:00:04+09:00,SUPPORT,1,8,21,8545,22779,38,50,9499,38.43333333,Soraka,6.22,LOSE,5,TRUE
2022-03-26t14:00:04+09:00_038_026_lose_cllassy66,fBHHhgUQStBu-p1Qa3OTxlqLvhPw_ZNWLPUHh7Kn6M8=,cllassy66,2022-03-26T14:00:04+09:00,TOP,4,9,4,19854,50326,14,227,12894,38.43333333,Dr. Mundo,5.3,LOSE,5,TRUE
2022-03-26t14:00:04+09:00_038_026_lose_dbahdaspooper,fBHHhgUQStBu-p1Qa3OTxlqLvhPw_ZNWLPUHh7Kn6M8=,dbahdaspooper,2022-03-26T14:00:04+09:00,JUNGLE,27,10,7,47962,52948,13,76,20771,38.43333333,Ekko,7.15,LOSE,5,TRUE
2022-03-26t14:00:04+09:00_038_026_lose_gandalftheblack2,fBHHhgUQStBu-p1Qa3OTxlqLvhPw_ZNWLPUHh7Kn6M8=,gandalftheblack2,2022-03-26T14:00:04+09:00,MID,2,7,7,11669,33678,15,231,13466,38.43333333,Anivia,5.44,LOSE,5,TRUE
2022-03-26t14:00:04+09:00_038_026_lose_raythar,fBHHhgUQStBu-p1Qa3OTxlqLvhPw_ZNWLPUHh7Kn6M8=,raythar,2022-03-26T14:00:04+09:00,ADC,4,12,10,39883,32174,9,202,12716,38.43333333,Miss Fortune,5.26,LOSE,5,TRUE
2022-03-26t14:49:12+09:00_039_055_win_braveclue,fBHHhgUQStDpbcT8ccpdOM9FZ7IE0ZGEd_erkj8BLL4=,braveclue,2022-03-26T14:49:12+09:00,SUPPORT,3,6,20,23743,28975,43,43,11758,38.91666667,Maokai,7.44,WIN,5,TRUE
2022-03-26t14:49:12+09:00_039_055_win_callmédad,fBHHhgUQStDpbcT8ccpdOM9FZ7IE0ZGEd_erkj8BLL4=,callmédad,2022-03-26T14:49:12+09:00,TOP,8,9,9,41444,27681,4,190,15801,38.91666667,Teemo,6.69,WIN,5,TRUE
2022-03-26t14:49:12+09:00_039_055_win_dbahdaspooper,fBHHhgUQStDpbcT8ccpdOM9FZ7IE0ZGEd_erkj8BLL4=,dbahdaspooper,2022-03-26T14:49:12+09:00,MID,6,7,10,33657,32440,12,264,17914,38.91666667,Graves,6.27,WIN,5,TRUE
2022-03-26t14:49:12+09:00_039_055_win_gandalftheblack2,fBHHhgUQStDpbcT8ccpdOM9FZ7IE0ZGEd_erkj8BLL4=,gandalftheblack2,2022-03-26T14:49:12+09:00,JUNGLE,3,8,16,12940,24675,13,12,12762,38.91666667,Skarner,5.3,WIN,5,TRUE
2022-03-26t14:49:12+09:00_039_055_win_raythar,fBHHhgUQStDpbcT8ccpdOM9FZ7IE0ZGEd_erkj8BLL4=,raythar,2022-03-26T14:49:12+09:00,ADC,19,6,7,49158,24429,11,253,19449,38.91666667,Kai'Sa,8.51,WIN,5,TRUE
2022-03-27t12:29:00+09:00_036_026_win_cllassy66,fBHHhgUQStAyKWs-NpjjAVY30_kvU1lzYVJrLhJ4K68=,cllassy66,2022-03-27T12:29:00+09:00,TOP,7,3,4,21360,34112,3,256,17292,36.43333333,Garen,6.66,WIN,5,TRUE
2022-03-27t12:29:00+09:00_036_026_win_dbahdaspooper,fBHHhgUQStAyKWs-NpjjAVY30_kvU1lzYVJrLhJ4K68=,dbahdaspooper,2022-03-27T12:29:00+09:00,JUNGLE,10,6,13,27646,47223,15,22,14771,36.43333333,Kayn,8.49,WIN,5,TRUE
2022-03-27t12:29:00+09:00_036_026_win_gandalftheblack2,fBHHhgUQStAyKWs-NpjjAVY30_kvU1lzYVJrLhJ4K68=,gandalftheblack2,2022-03-27T12:29:00+09:00,SUPPORT,2,9,22,17623,31784,27,38,10117,36.43333333,Nautilus,6.05,WIN,5,TRUE
2022-03-27t12:29:00+09:00_036_026_win_raythar,fBHHhgUQStAyKWs-NpjjAVY30_kvU1lzYVJrLhJ4K68=,raythar,2022-03-27T12:29:00+09:00,ADC,20,8,5,62289,26672,13,253,18390,36.43333333,Kai'Sa,7.38,WIN,5,TRUE
2022-03-27t12:29:00+09:00_036_026_win_snakebae,fBHHhgUQStAyKWs-NpjjAVY30_kvU1lzYVJrLhJ4K68=,snakebae,2022-03-27T12:29:00+09:00,MID,3,9,11,17994,28280,15,147,11485,36.43333333,Anivia,5.63,WIN,5,TRUE
