unique_id,id,name,date,role,kills,deaths,assists,damage_dealt,damage_taken,wards,cs,gold,minutes,champion,op_score,result,num_dbah_players,is_dbah_team
2022-02-11t00:00:00+9:00_019_007_win_cllassy66,manual_game_2022-02-11T00:00:00+9:00_019_007_WIN,cllassy66,2022-02-11T00:00:00+9:00,TOP,6,2,1,12298,10970,7,125,8146,19.11666667,Urgot,7.84,WIN,5,TRUE
2022-02-11t00:00:00+9:00_019_007_win_codybarrese,manual_game_2022-02-11T00:00:00+9:00_019_007_WIN,codybarrese,2022-02-11T00:00:00+9:00,JUNGLE,6,1,6,7337,20034,6,104,7949,19.11666667,Warwick,7.68,WIN,5,TRUE
2022-02-11t00:00:00+9:00_019_007_win_gandalftheblack2,manual_game_2022-02-11T00:00:00+9:00_019_007_WIN,gandalftheblack2,2022-02-11T00:00:00+9:00,MID,1,0,3,3434,9803,6,113,6323,19.11666667,Cho Gath,6.3,WIN,5,TRUE
2022-02-11t00:00:00+9:00_019_007_win_dbahdaspooper,manual_game_2022-02-11T00:00:00+9:00_019_007_WIN,dbahdaspooper,2022-02-11T00:00:00+9:00,BOT,7,0,2,10531,3841,5,141,8358,19.11666667,Varus,6.33,WIN,5,TRUE
2022-02-11t00:00:00+9:00_019_007_win_100moe,manual_game_2022-02-11T00:00:00+9:00_019_007_WIN,100moe,2022-02-11T00:00:00+9:00,SUPPORT,0,1,8,5073,4290,8,12,5455,19.11666667,Morgana,6.81,WIN,5,TRUE
2022-02-11t00:00:00+9:00_028_046_win_cllassy66,manual_game_2022-02-11T00:00:00+9:00_028_046_WIN,cllassy66,2022-02-11T00:00:00+9:00,TOP,8,2,4,23787,26146,8,176,13098,27.76666667,Garen,8.12,WIN,5,TRUE
2022-02-11t00:00:00+9:00_028_046_win_codybarrese,manual_game_2022-02-11T00:00:00+9:00_028_046_WIN,codybarrese,2022-02-11T00:00:00+9:00,JUNGLE,4,8,9,8424,29246,9,129,9879,27.76666667,Warwick,5.64,WIN,5,TRUE
2022-02-11t00:00:00+9:00_028_046_win_gandalftheblack2,manual_game_2022-02-11T00:00:00+9:00_028_046_WIN,gandalftheblack2,2022-02-11T00:00:00+9:00,MID,3,1,9,7624,20172,9,132,9148,27.76666667,Cho Gath,6.25,WIN,5,TRUE
2022-02-11t00:00:00+9:00_028_046_win_dbahdaspooper,manual_game_2022-02-11T00:00:00+9:00_028_046_WIN,dbahdaspooper,2022-02-11T00:00:00+9:00,BOT,11,2,10,31499,15719,12,201,13725,27.76666667,Lucian,9.28,WIN,5,TRUE
2022-02-11t00:00:00+9:00_028_046_win_100moe,manual_game_2022-02-11T00:00:00+9:00_028_046_WIN,100moe,2022-02-11T00:00:00+9:00,SUPPORT,4,3,17,15760,10399,16,17,9014,27.76666667,Morgana,7.53,WIN,5,TRUE
2022-02-11t00:00:00+9:00_037_045_win_cllassy66,manual_game_2022-02-11T00:00:00+9:00_037_045_WIN,cllassy66,2022-02-11T00:00:00+9:00,TOP,15,5,14,33329,42012,11,165,15131,36.75,Lillia,6.69,WIN,5,TRUE
2022-02-11t00:00:00+9:00_037_045_win_codybarrese,manual_game_2022-02-11T00:00:00+9:00_037_045_WIN,codybarrese,2022-02-11T00:00:00+9:00,JUNGLE,6,10,10,9273,44044,13,165,12153,36.75,Evelyn,5.71,WIN,5,TRUE
2022-02-11t00:00:00+9:00_037_045_win_gandalftheblack2,manual_game_2022-02-11T00:00:00+9:00_037_045_WIN,gandalftheblack2,2022-02-11T00:00:00+9:00,MID,1,3,37,6874,23200,12,84,10597,36.75,Soraka,6.03,WIN,5,TRUE
2022-02-11t00:00:00+9:00_037_045_win_dbahdaspooper,manual_game_2022-02-11T00:00:00+9:00_037_045_WIN,dbahdaspooper,2022-02-11T00:00:00+9:00,BOT,26,5,22,65394,34782,15,224,20909,36.75,Sivir,9.89,WIN,5,TRUE
2022-02-11t00:00:00+9:00_037_045_win_100moe,manual_game_2022-02-11T00:00:00+9:00_037_045_WIN,100moe,2022-02-11T00:00:00+9:00,SUPPORT,17,6,28,34751,31354,14,36,15220,36.75,Morgana,8.03,WIN,5,TRUE
2022-02-11t00:00:00+9:00_025_052_win_cllassy66,manual_game_2022-02-11T00:00:00+9:00_025_052_WIN,cllassy66,2022-02-11T00:00:00+9:00,TOP,5,4,5,19719,16619,9,154,9199,24.86666667,Lillia,7.37,WIN,5,TRUE
2022-02-11t00:00:00+9:00_025_052_win_codybarrese,manual_game_2022-02-11T00:00:00+9:00_025_052_WIN,codybarrese,2022-02-11T00:00:00+9:00,JUNGLE,5,8,8,10384,29240,8,109,8401,24.86666667,Warwick,6.11,WIN,5,TRUE
2022-02-11t00:00:00+9:00_025_052_win_gandalftheblack2,manual_game_2022-02-11T00:00:00+9:00_025_052_WIN,gandalftheblack2,2022-02-11T00:00:00+9:00,MID,2,4,3,6366,11631,6,148,7973,24.86666667,Anivia,3.8,WIN,5,TRUE
2022-02-11t00:00:00+9:00_025_052_win_dbahdaspooper,manual_game_2022-02-11T00:00:00+9:00_025_052_WIN,dbahdaspooper,2022-02-11T00:00:00+9:00,BOT,10,2,3,16560,10459,11,170,11590,24.86666667,Sivir,9.84,WIN,5,TRUE
2022-02-11t00:00:00+9:00_025_052_win_100moe,manual_game_2022-02-11T00:00:00+9:00_025_052_WIN,100moe,2022-02-11T00:00:00+9:00,SUPPORT,5,5,9,14899,10268,12,13,8438,24.86666667,Morgana,7.6,WIN,5,TRUE
2022-02-11t00:00:00+9:00_031_011_lose_cllassy66,manual_game_2022-02-11T00:00:00+9:00_031_011_LOSE,cllassy66,2022-02-11T00:00:00+9:00,TOP,5,4,3,19030,24392,11,208,11571,31.18333333,Lillia,7.25,LOSE,5,TRUE
2022-02-11t00:00:00+9:00_031_011_lose_codybarrese,manual_game_2022-02-11T00:00:00+9:00_031_011_LOSE,codybarrese,2022-02-11T00:00:00+9:00,JUNGLE,6,10,4,10971,34299,9,160,11244,31.18333333,Amumu,4.74,LOSE,5,TRUE
2022-02-11t00:00:00+9:00_031_011_lose_gandalftheblack2,manual_game_2022-02-11T00:00:00+9:00_031_011_LOSE,gandalftheblack2,2022-02-11T00:00:00+9:00,MID,4,12,4,10571,23986,11,111,8716,31.18333333,Zed,3.77,LOSE,5,TRUE
2022-02-11t00:00:00+9:00_031_011_lose_dbahdaspooper,manual_game_2022-02-11T00:00:00+9:00_031_011_LOSE,dbahdaspooper,2022-02-11T00:00:00+9:00,BOT,7,9,7,30517,22359,10,228,13687,31.18333333,Sivir,5.42,LOSE,5,TRUE
2022-02-11t00:00:00+9:00_031_011_lose_100moe,manual_game_2022-02-11T00:00:00+9:00_031_011_LOSE,100moe,2022-02-11T00:00:00+9:00,SUPPORT,6,5,9,19754,13792,15,35,9688,31.18333333,Morgana,7.66,LOSE,5,TRUE
2022-02-12t00:00:00+9:00_020_015_win_joeybagadonitz,manual_game_2022-02-12T00:00:00+9:00_020_015_WIN,joeybagadonitz,2022-02-12T00:00:00+9:00,TOP,8,4,9,16211,16282,4,156,10394,20.25,Irelia,6.65,WIN,5,TRUE
2022-02-12t00:00:00+9:00_020_015_win_dbahdaspooper,manual_game_2022-02-12T00:00:00+9:00_020_015_WIN,dbahdaspooper,2022-02-12T00:00:00+9:00,JUNGLE,7,1,18,14385,24839,7,131,10442,20.25,Zac,10,WIN,5,TRUE
2022-02-12t00:00:00+9:00_020_015_win_shebbles,manual_game_2022-02-12T00:00:00+9:00_020_015_WIN,shebbles,2022-02-12T00:00:00+9:00,MID,14,2,4,14228,10767,5,80,10323,20.25,Vi,7.37,WIN,5,TRUE
2022-02-12t00:00:00+9:00_020_015_win_wintersisfresh,manual_game_2022-02-12T00:00:00+9:00_020_015_WIN,wintersisfresh,2022-02-12T00:00:00+9:00,BOT,1,6,10,7477,9747,7,127,7179,20.25,Caitlyn,6.8,WIN,5,TRUE
2022-02-12t00:00:00+9:00_020_015_win_gandalftheblack2,manual_game_2022-02-12T00:00:00+9:00_020_015_WIN,gandalftheblack2,2022-02-12T00:00:00+9:00,SUPPORT,2,2,10,5215,7099,11,43,5846,20.25,Nautilus,5.96,WIN,5,TRUE
2022-02-12t00:00:00+9:00_037_042_win_joeybagadonitz,manual_game_2022-02-12T00:00:00+9:00_037_042_WIN,joeybagadonitz,2022-02-12T00:00:00+9:00,TOP,11,11,12,35156,50418,6,188,15026,36.7,Gnar,6.64,WIN,5,TRUE
2022-02-12t00:00:00+9:00_037_042_win_wintersisfresh,manual_game_2022-02-12T00:00:00+9:00_037_042_WIN,wintersisfresh,2022-02-12T00:00:00+9:00,JUNGLE,8,9,14,39069,42437,8,192,15358,36.7,Fiddlesticks,8.67,WIN,5,TRUE
2022-02-12t00:00:00+9:00_037_042_win_shebbles,manual_game_2022-02-12T00:00:00+9:00_037_042_WIN,shebbles,2022-02-12T00:00:00+9:00,MID,15,9,7,28293,28151,14,151,16362,36.7,Vi,6.79,WIN,5,TRUE
2022-02-12t00:00:00+9:00_037_042_win_dbahdaspooper,manual_game_2022-02-12T00:00:00+9:00_037_042_WIN,dbahdaspooper,2022-02-12T00:00:00+9:00,BOT,11,9,9,40435,28252,14,235,15953,36.7,Lucian,6.32,WIN,5,TRUE
2022-02-12t00:00:00+9:00_037_042_win_gandalftheblack2,manual_game_2022-02-12T00:00:00+9:00_037_042_WIN,gandalftheblack2,2022-02-12T00:00:00+9:00,SUPPORT,4,13,13,15523,38315,26,44,9600,36.7,Nautilus,5.07,WIN,5,TRUE
2022-02-12t00:00:00+9:00_038_036_win_cllassy66,manual_game_2022-02-12T00:00:00+9:00_038_036_WIN,cllassy66,2022-02-12T00:00:00+9:00,TOP,7,3,2,22220,35563,3,290,16175,37.6,Garen,7.23,WIN,5,TRUE
2022-02-12t00:00:00+9:00_038_036_win_wintersisfresh,manual_game_2022-02-12T00:00:00+9:00_038_036_WIN,wintersisfresh,2022-02-12T00:00:00+9:00,JUNGLE,10,5,7,29104,45096,9,238,17264,37.6,Kayn,9.59,WIN,5,TRUE
2022-02-12t00:00:00+9:00_038_036_win_snakebae,manual_game_2022-02-12T00:00:00+9:00_038_036_WIN,snakebae,2022-02-12T00:00:00+9:00,MID,7,8,1,13123,30345,5,253,16084,37.6,Irelia,5.87,WIN,5,TRUE
2022-02-12t00:00:00+9:00_038_036_win_dbahdaspooper,manual_game_2022-02-12T00:00:00+9:00_038_036_WIN,dbahdaspooper,2022-02-12T00:00:00+9:00,BOT,3,10,4,30477,28030,13,267,15708,37.6,Ziggs,5.47,WIN,5,TRUE
2022-02-12t00:00:00+9:00_038_036_win_gandalftheblack2,manual_game_2022-02-12T00:00:00+9:00_038_036_WIN,gandalftheblack2,2022-02-12T00:00:00+9:00,SUPPORT,3,11,4,15040,20610,20,34,10375,37.6,Shaco,4.59,WIN,5,TRUE
2022-02-12t00:00:00+9:00_024_042_win_cllassy66,manual_game_2022-02-12T00:00:00+9:00_024_042_WIN,cllassy66,2022-02-12T00:00:00+9:00,TOP,15,1,4,18836,20742,7,139,12140,23.7,Garen,9.38,WIN,5,TRUE
2022-02-12t00:00:00+9:00_024_042_win_dbahdaspooper,manual_game_2022-02-12T00:00:00+9:00_024_042_WIN,dbahdaspooper,2022-02-12T00:00:00+9:00,JUNGLE,8,3,10,15728,22342,7,149,10872,23.7,Gragas,7.47,WIN,5,TRUE
2022-02-12t00:00:00+9:00_024_042_win_snakebae,manual_game_2022-02-12T00:00:00+9:00_024_042_WIN,snakebae,2022-02-12T00:00:00+9:00,MID,6,6,6,11709,17957,8,144,9280,23.7,Irelia,6.88,WIN,5,TRUE
2022-02-12t00:00:00+9:00_024_042_win_wintersisfresh,manual_game_2022-02-12T00:00:00+9:00_024_042_WIN,wintersisfresh,2022-02-12T00:00:00+9:00,BOT,10,2,6,21150,11802,10,144,11111,23.7,Viegar,8.38,WIN,5,TRUE
2022-02-12t00:00:00+9:00_024_042_win_gandalftheblack2,manual_game_2022-02-12T00:00:00+9:00_024_042_WIN,gandalftheblack2,2022-02-12T00:00:00+9:00,SUPPORT,5,4,6,11498,9370,11,24,7606,23.7,Shaco,6.66,WIN,5,TRUE
2022-02-12t00:00:00+9:00_033_042_win_cllassy66,manual_game_2022-02-12T00:00:00+9:00_033_042_WIN,cllassy66,2022-02-12T00:00:00+9:00,TOP,12,4,2,23811,32443,3,223,16088,32.7,Garen,7.76,WIN,5,TRUE
2022-02-12t00:00:00+9:00_033_042_win_dbahdaspooper,manual_game_2022-02-12T00:00:00+9:00_033_042_WIN,dbahdaspooper,2022-02-12T00:00:00+9:00,JUNGLE,2,6,6,15302,27328,13,229,12476,32.7,Graves,7.07,WIN,5,TRUE
2022-02-12t00:00:00+9:00_033_042_win_snakebae,manual_game_2022-02-12T00:00:00+9:00_033_042_WIN,snakebae,2022-02-12T00:00:00+9:00,MID,6,6,3,13674,22810,11,202,11847,32.7,Cassiopeia,5.73,WIN,5,TRUE
2022-02-12t00:00:00+9:00_033_042_win_wintersisfresh,manual_game_2022-02-12T00:00:00+9:00_033_042_WIN,wintersisfresh,2022-02-12T00:00:00+9:00,BOT,7,5,6,21927,20229,13,215,12955,32.7,Ashe,6.89,WIN,5,TRUE
2022-02-12t00:00:00+9:00_033_042_win_gandalftheblack2,manual_game_2022-02-12T00:00:00+9:00_033_042_WIN,gandalftheblack2,2022-02-12T00:00:00+9:00,SUPPORT,2,6,8,13121,18705,19,42,8426,32.7,Shaco,5.95,WIN,5,TRUE
2022-02-12t00:00:00+9:00_036_033_win_cllassy66,manual_game_2022-02-12T00:00:00+9:00_036_033_WIN,cllassy66,2022-02-12T00:00:00+9:00,TOP,17,6,6,37675,53578,12,231,18793,35.55,Urgot,7.6,WIN,5,TRUE
2022-02-12t00:00:00+9:00_036_033_win_dbahdaspooper,manual_game_2022-02-12T00:00:00+9:00_036_033_WIN,dbahdaspooper,2022-02-12T00:00:00+9:00,JUNGLE,9,5,26,28482,70744,12,187,15614,35.55,Zac,7.2,WIN,5,TRUE
2022-02-12t00:00:00+9:00_036_033_win_snakebae,manual_game_2022-02-12T00:00:00+9:00_036_033_WIN,snakebae,2022-02-12T00:00:00+9:00,MID,16,5,13,29719,25074,16,222,16177,35.55,Irelia,7.58,WIN,5,TRUE
2022-02-12t00:00:00+9:00_036_033_win_wintersisfresh,manual_game_2022-02-12T00:00:00+9:00_036_033_WIN,wintersisfresh,2022-02-12T00:00:00+9:00,BOT,12,11,12,21743,38909,13,160,13581,35.55,Kai'Sa,6.39,WIN,5,TRUE
2022-02-12t00:00:00+9:00_036_033_win_gandalftheblack2,manual_game_2022-02-12T00:00:00+9:00_036_033_WIN,gandalftheblack2,2022-02-12T00:00:00+9:00,SUPPORT,6,4,22,27863,22346,28,36,12059,35.55,Miss Fortune,7.01,WIN,5,TRUE
2022-02-18t00:00:00+9:00_030_051_lose_raythar,manual_game_2022-02-18T00:00:00+9:00_030_051_LOSE,Raythar,2022-02-18T00:00:00+9:00,TOP,8,7,3,17940,25265,11,148,10497,29.85,Kasadin,5.84,LOSE,5,TRUE
2022-02-18t00:00:00+9:00_030_051_lose_gandalftheblack2,manual_game_2022-02-18T00:00:00+9:00_030_051_LOSE,gandalftheblack2,2022-02-18T00:00:00+9:00,JUNGLE,3,6,5,10537,33931,12,155,9820,29.85,Cho Gath,5.66,LOSE,5,TRUE
2022-02-18t00:00:00+9:00_030_051_lose_snakebae,manual_game_2022-02-18T00:00:00+9:00_030_051_LOSE,snakebae,2022-02-18T00:00:00+9:00,MID,1,8,3,13938,29228,10,177,8633,29.85,Irelia,4.76,LOSE,5,TRUE
2022-02-18t00:00:00+9:00_030_051_lose_dbahdaspooper,manual_game_2022-02-18T00:00:00+9:00_030_051_LOSE,dbahdaspooper,2022-02-18T00:00:00+9:00,BOT,2,5,5,11913,16653,10,242,11272,29.85,Lucian,5.25,LOSE,5,TRUE
2022-02-18t00:00:00+9:00_030_051_lose_100moe,manual_game_2022-02-18T00:00:00+9:00_030_051_LOSE,100moe,2022-02-18T00:00:00+9:00,SUPPORT,2,9,6,6782,20385,21,34,6740,29.85,Renata Glasc,5.42,LOSE,5,TRUE
2022-02-18t00:00:00+9:00_035_025_lose_gandalftheblack2,manual_game_2022-02-18T00:00:00+9:00_035_025_LOSE,gandalftheblack2,2022-02-18T00:00:00+9:00,TOP,2,4,4,6399,30779,10,204,10983,35.41666667,Cho Gath,4.5,LOSE,5,TRUE
2022-02-18t00:00:00+9:00_035_025_lose_snakebae,manual_game_2022-02-18T00:00:00+9:00_035_025_LOSE,snakebae,2022-02-18T00:00:00+9:00,JUNGLE,3,11,9,9466,43116,9,156,10649,35.41666667,Gwen,5.3,LOSE,5,TRUE
2022-02-18t00:00:00+9:00_035_025_lose_raythar,manual_game_2022-02-18T00:00:00+9:00_035_025_LOSE,Raythar,2022-02-18T00:00:00+9:00,MID,2,9,7,18630,24747,8,214,10827,35.41666667,Syndra,4.21,LOSE,5,TRUE
2022-02-18t00:00:00+9:00_035_025_lose_dbahdaspooper,manual_game_2022-02-18T00:00:00+9:00_035_025_LOSE,dbahdaspooper,2022-02-18T00:00:00+9:00,BOT,14,7,6,35914,29532,13,232,16193,35.41666667,Varus,6.91,LOSE,5,TRUE
2022-02-18t00:00:00+9:00_035_025_lose_100moe,manual_game_2022-02-18T00:00:00+9:00_035_025_LOSE,100moe,2022-02-18T00:00:00+9:00,SUPPORT,10,8,12,23102,26952,20,50,12215,35.41666667,Morgana,7.52,LOSE,5,TRUE
2022-02-18t00:00:00+9:00_041_012_win_cllassy66,manual_game_2022-02-18T00:00:00+9:00_041_012_WIN,cllassy66,2022-02-18T00:00:00+9:00,TOP,16,10,9,49050,55501,6,258,20829,41.2,Garen,8.13,WIN,5,TRUE
2022-02-18t00:00:00+9:00_041_012_win_gandalftheblack2,manual_game_2022-02-18T00:00:00+9:00_041_012_WIN,gandalftheblack2,2022-02-18T00:00:00+9:00,JUNGLE,4,9,12,13126,45713,15,186,12942,41.2,Rammus,6.07,WIN,5,TRUE
2022-02-18t00:00:00+9:00_041_012_win_raythar,manual_game_2022-02-18T00:00:00+9:00_041_012_WIN,Raythar,2022-02-18T00:00:00+9:00,MID,12,7,9,20498,22321,15,263,17362,41.2,Syndra,6.37,WIN,5,TRUE
2022-02-18t00:00:00+9:00_041_012_win_dbahdaspooper,manual_game_2022-02-18T00:00:00+9:00_041_012_WIN,dbahdaspooper,2022-02-18T00:00:00+9:00,BOT,14,14,12,35040,30299,14,225,17934,41.2,Sivir,5.03,WIN,5,TRUE
2022-02-18t00:00:00+9:00_041_012_win_100moe,manual_game_2022-02-18T00:00:00+9:00_041_012_WIN,100moe,2022-02-18T00:00:00+9:00,SUPPORT,8,12,21,26576,27683,33,52,13823,41.2,Morgana,8,WIN,5,TRUE
2022-02-18t00:00:00+9:00_024_025_lose_cllassy66,manual_game_2022-02-18T00:00:00+9:00_024_025_LOSE,cllassy66,2022-02-18T00:00:00+9:00,TOP,1,12,2,16826,22802,7,90,6119,24.41666667,Lillia,4.23,LOSE,5,TRUE
2022-02-18t00:00:00+9:00_024_025_lose_gandalftheblack2,manual_game_2022-02-18T00:00:00+9:00_024_025_LOSE,gandalftheblack2,2022-02-18T00:00:00+9:00,JUNGLE,0,10,5,6134,20816,7,103,6091,24.41666667,Rammus,4.18,LOSE,5,TRUE
2022-02-18t00:00:00+9:00_024_025_lose_raythar,manual_game_2022-02-18T00:00:00+9:00_024_025_LOSE,Raythar,2022-02-18T00:00:00+9:00,MID,9,7,3,16210,21042,4,153,10589,24.41666667,Kasadin,6,LOSE,5,TRUE
2022-02-18t00:00:00+9:00_024_025_lose_dbahdaspooper,manual_game_2022-02-18T00:00:00+9:00_024_025_LOSE,dbahdaspooper,2022-02-18T00:00:00+9:00,BOT,2,5,5,12630,12872,6,153,8480,24.41666667,Sivir,5.45,LOSE,5,TRUE
2022-02-18t00:00:00+9:00_024_025_lose_100moe,manual_game_2022-02-18T00:00:00+9:00_024_025_LOSE,100moe,2022-02-18T00:00:00+9:00,SUPPORT,1,5,3,7580,11359,17,29,6117,24.41666667,Morgana,6.13,LOSE,5,TRUE
2022-02-18t00:00:00+9:00_030_033_lose_raythar,manual_game_2022-02-18T00:00:00+9:00_030_033_LOSE,Raythar,2022-02-18T00:00:00+9:00,TOP,7,4,0,18298,36538,8,223,15689,29.55,Tryndamere,6.7,LOSE,5,TRUE
2022-02-18t00:00:00+9:00_030_033_lose_codybarrese,manual_game_2022-02-18T00:00:00+9:00_030_033_LOSE,codybarrese,2022-02-18T00:00:00+9:00,JUNGLE,5,13,3,6136,35648,11,85,8763,29.55,Warwick,4.49,LOSE,5,TRUE
2022-02-18t00:00:00+9:00_030_033_lose_gandalftheblack2,manual_game_2022-02-18T00:00:00+9:00_030_033_LOSE,gandalftheblack2,2022-02-18T00:00:00+9:00,MID,0,6,6,5544,13806,9,102,7260,29.55,Soraka,6.7,LOSE,5,TRUE
2022-02-18t00:00:00+9:00_030_033_lose_dbahdaspooper,manual_game_2022-02-18T00:00:00+9:00_030_033_LOSE,dbahdaspooper,2022-02-18T00:00:00+9:00,BOT,5,12,5,14874,25543,8,150,9994,29.55,Lucian,4.56,LOSE,5,TRUE
2022-02-18t00:00:00+9:00_030_033_lose_100moe,manual_game_2022-02-18T00:00:00+9:00_030_033_LOSE,100moe,2022-02-18T00:00:00+9:00,SUPPORT,3,10,6,19763,18640,18,34,8936,29.55,Morgana,6.38,LOSE,5,TRUE
2022-02-18t00:00:00+9:00_025_010_lose_raythar,manual_game_2022-02-18T00:00:00+9:00_025_010_LOSE,Raythar,2022-02-18T00:00:00+9:00,TOP,1,4,1,15326,17123,6,203,8530,25.16666667,Ryze,5.71,LOSE,5,TRUE
2022-02-18t00:00:00+9:00_025_010_lose_codybarrese,manual_game_2022-02-18T00:00:00+9:00_025_010_LOSE,codybarrese,2022-02-18T00:00:00+9:00,JUNGLE,1,4,0,6472,21593,7,83,6194,25.16666667,Shaco,3.86,LOSE,5,TRUE
2022-02-18t00:00:00+9:00_025_010_lose_gandalftheblack2,manual_game_2022-02-18T00:00:00+9:00_025_010_LOSE,gandalftheblack2,2022-02-18T00:00:00+9:00,MID,0,3,4,4543,14151,4,107,5915,25.16666667,Soraka,4.45,LOSE,5,TRUE
2022-02-18t00:00:00+9:00_025_010_lose_dbahdaspooper,manual_game_2022-02-18T00:00:00+9:00_025_010_LOSE,dbahdaspooper,2022-02-18T00:00:00+9:00,BOT,1,6,2,5638,15270,6,137,7493,25.16666667,Jinx,4.08,LOSE,5,TRUE
2022-02-18t00:00:00+9:00_025_010_lose_100moe,manual_game_2022-02-18T00:00:00+9:00_025_010_LOSE,100moe,2022-02-18T00:00:00+9:00,SUPPORT,1,9,1,11565,16014,16,19,5431,25.16666667,Morgana,5.97,LOSE,5,TRUE
2022-02-19t00:00:00+9:00_029_036_lose_cllassy66,manual_game_2022-02-19T00:00:00+9:00_029_036_LOSE,cllassy66,2022-02-19T00:00:00+9:00,TOP,2,3,2,13669,24859,5,238,10893,28.6,Garen,6.23,LOSE,5,TRUE
2022-02-19t00:00:00+9:00_029_036_lose_codybarrese,manual_game_2022-02-19T00:00:00+9:00_029_036_LOSE,codybarrese,2022-02-19T00:00:00+9:00,JUNGLE,4,7,2,5436,25969,9,117,9484,28.6,Warwick,5.01,LOSE,5,TRUE
2022-02-19t00:00:00+9:00_029_036_lose_gandalftheblack2,manual_game_2022-02-19T00:00:00+9:00_029_036_LOSE,gandalftheblack2,2022-02-19T00:00:00+9:00,MID,2,9,0,17533,17683,9,185,9651,28.6,Heimerdinger,4.78,LOSE,5,TRUE
2022-02-19t00:00:00+9:00_029_036_lose_dbahdaspooper,manual_game_2022-02-19T00:00:00+9:00_029_036_LOSE,dbahdaspooper,2022-02-19T00:00:00+9:00,BOT,2,8,3,9827,15480,9,172,9547,28.6,Tristana,4.5,LOSE,5,TRUE
2022-02-19t00:00:00+9:00_029_036_lose_100moe,manual_game_2022-02-19T00:00:00+9:00_029_036_LOSE,100moe,2022-02-19T00:00:00+9:00,SUPPORT,0,6,4,4700,14661,23,27,5942,28.6,Rell,5.1,LOSE,5,TRUE
2022-02-19t00:00:00+9:00_039_041_lose_cllassy66,manual_game_2022-02-19T00:00:00+9:00_039_041_LOSE,cllassy66,2022-02-19T00:00:00+9:00,TOP,7,8,2,31332,42737,17,295,17446,38.68333333,Urgot,7.54,LOSE,5,TRUE
2022-02-19t00:00:00+9:00_039_041_lose_codybarrese,manual_game_2022-02-19T00:00:00+9:00_039_041_LOSE,codybarrese,2022-02-19T00:00:00+9:00,JUNGLE,1,10,8,5852,40811,15,136,10414,38.68333333,Nunu,3.93,LOSE,5,TRUE
2022-02-19t00:00:00+9:00_039_041_lose_gandalftheblack2,manual_game_2022-02-19T00:00:00+9:00_039_041_LOSE,gandalftheblack2,2022-02-19T00:00:00+9:00,MID,2,8,7,25726,19067,12,177,11517,38.68333333,Heimerdinger,4.76,LOSE,5,TRUE
2022-02-19t00:00:00+9:00_039_041_lose_dbahdaspooper,manual_game_2022-02-19T00:00:00+9:00_039_041_LOSE,dbahdaspooper,2022-02-19T00:00:00+9:00,BOT,13,10,5,34976,25064,15,222,16616,38.68333333,Lucian,5.12,LOSE,5,TRUE
2022-02-19t00:00:00+9:00_039_041_lose_100moe,manual_game_2022-02-19T00:00:00+9:00_039_041_LOSE,100moe,2022-02-19T00:00:00+9:00,SUPPORT,1,15,6,23786,21461,43,34,9208,38.68333333,Brand,5.46,LOSE,5,TRUE
2022-02-19t00:00:00+9:00_016_050_win_cllassy66,manual_game_2022-02-19T00:00:00+9:00_016_050_WIN,cllassy66,2022-02-19T00:00:00+9:00,TOP,5,0,0,8783,6912,6,102,7311,15.84,Urgot,7.57,WIN,5,TRUE
2022-02-19t00:00:00+9:00_016_050_win_wintersisfresh,manual_game_2022-02-19T00:00:00+9:00_016_050_WIN,wintersisfresh,2022-02-19T00:00:00+9:00,JUNGLE,1,1,3,2433,13373,2,104,5384,15.84,Hecrim,6.6,WIN,5,TRUE
2022-02-19t00:00:00+9:00_016_050_win_snakebae,manual_game_2022-02-19T00:00:00+9:00_016_050_WIN,snakebae,2022-02-19T00:00:00+9:00,MID,0,1,0,2142,5957,5,90,4244,15.84,Irelia,4.11,WIN,5,TRUE
2022-02-19t00:00:00+9:00_016_050_win_raythar,manual_game_2022-02-19T00:00:00+9:00_016_050_WIN,Raythar,2022-02-19T00:00:00+9:00,BOT,9,1,1,9186,5520,4,102,7556,15.84,Viegar,7.32,WIN,5,TRUE
2022-02-19t00:00:00+9:00_016_050_win_dbahdaspooper,manual_game_2022-02-19T00:00:00+9:00_016_050_WIN,dbahdaspooper,2022-02-19T00:00:00+9:00,SUPPORT,0,2,9,4658,3961,9,5,4850,15.84,Lulu,6.47,WIN,5,TRUE
2022-02-19t00:00:00+9:00_033_010_lose_cllassy66,manual_game_2022-02-19T00:00:00+9:00_033_010_LOSE,cllassy66,2022-02-19T00:00:00+9:00,TOP,4,9,1,20220,36453,11,154,10787,33.16666667,Mordekaiser,4.73,LOSE,5,TRUE
2022-02-19t00:00:00+9:00_033_010_lose_wintersisfresh,manual_game_2022-02-19T00:00:00+9:00_033_010_LOSE,wintersisfresh,2022-02-19T00:00:00+9:00,JUNGLE,6,11,3,17220,45818,8,173,11462,33.16666667,Kayn,5.97,LOSE,5,TRUE
2022-02-19t00:00:00+9:00_033_010_lose_snakebae,manual_game_2022-02-19T00:00:00+9:00_033_010_LOSE,snakebae,2022-02-19T00:00:00+9:00,MID,2,11,5,12752,27171,11,188,10001,33.16666667,Cassiopeia,4.42,LOSE,5,TRUE
